"April 5, 2016",3:03 PM,79.3 F,36.0 F,21 %,SW,3.1 mph,9.2 mph,30.28 in,0.00 in,0.00 in,5,317 w/m\xc2\xb2 
"April 5, 2016",3:09 PM,79.2 F,35.8 F,21 %,East,4.5 mph,4.5 mph,30.28 in,0.00 in,0.00 in,5,306 w/m\xc2\xb2 
"April 5, 2016",3:15 PM,78.4 F,36.5 F,22 %,NW,2.2 mph,5.4 mph,30.28 in,0.00 in,0.00 in,4,294 w/m\xc2\xb2 
"April 5, 2016",3:21 PM,80.1 F,36.7 F,21 %,NE,6.9 mph,9.8 mph,30.28 in,0.00 in,0.00 in,4,285 w/m\xc2\xb2 
"April 5, 2016",3:27 PM,79.7 F,36.3 F,21 %,NE,3.8 mph,5.4 mph,30.29 in,0.00 in,0.00 in,4,273 w/m\xc2\xb2 
"April 5, 2016",3:33 PM,81.1 F,36.3 F,20 %,SSW,3.8 mph,4.5 mph,30.29 in,0.00 in,0.00 in,4,265 w/m\xc2\xb2 
"April 5, 2016",3:38 PM,80.8 F,34.7 F,19 %,SE,2.2 mph,6.0 mph,30.29 in,0.00 in,0.00 in,4,253 w/m\xc2\xb2 
"April 5, 2016",3:44 PM,79.9 F,36.5 F,21 %,SW,5.4 mph,5.4 mph,30.29 in,0.00 in,0.00 in,4,243 w/m\xc2\xb2 
"April 5, 2016",3:50 PM,79.5 F,34.9 F,20 %,South,3.1 mph,5.4 mph,30.28 in,0.00 in,0.00 in,3,232 w/m\xc2\xb2 
"April 5, 2016",3:56 PM,80.2 F,36.7 F,21 %,NE,2.2 mph,4.5 mph,30.29 in,0.00 in,0.00 in,3,223 w/m\xc2\xb2 
"April 5, 2016",4:02 PM,80.4 F,36.9 F,21 %,SW,5.4 mph,6.9 mph,30.28 in,0.00 in,0.00 in,3,213 w/m\xc2\xb2 
"April 5, 2016",4:08 PM,79.7 F,37.6 F,22 %,NE,4.5 mph,4.5 mph,30.28 in,0.00 in,0.00 in,3,196 w/m\xc2\xb2 
"April 5, 2016",4:14 PM,80.8 F,36.0 F,20 %,West,2.2 mph,2.2 mph,30.29 in,0.00 in,0.00 in,3,182 w/m\xc2\xb2 
"April 5, 2016",4:20 PM,80.8 F,36.0 F,20 %,SE,8.3 mph,8.3 mph,30.29 in,0.00 in,0.00 in,3,172 w/m\xc2\xb2 
"April 5, 2016",4:25 PM,79.2 F,35.8 F,21 %,South,8.3 mph,8.3 mph,30.29 in,0.00 in,0.00 in,2,157 w/m\xc2\xb2 
"April 5, 2016",4:31 PM,78.6 F,37.8 F,23 %,South,4.5 mph,6.9 mph,30.29 in,0.00 in,0.00 in,2,143 w/m\xc2\xb2 
"April 5, 2016",4:37 PM,78.4 F,37.6 F,23 %,SE,5.4 mph,8.3 mph,30.29 in,0.00 in,0.00 in,2,130 w/m\xc2\xb2 
"April 5, 2016",4:43 PM,77.5 F,36.9 F,23 %,South,3.1 mph,6.0 mph,30.29 in,0.00 in,0.00 in,2,116 w/m\xc2\xb2 
"April 5, 2016",4:49 PM,79.0 F,36.9 F,22 %,NW,2.2 mph,4.5 mph,30.29 in,0.00 in,0.00 in,2,104 w/m\xc2\xb2 
"April 5, 2016",4:55 PM,78.3 F,36.3 F,22 %,NE,3.1 mph,5.4 mph,30.29 in,0.00 in,0.00 in,2,92 w/m\xc2\xb2 
"April 5, 2016",5:01 PM,77.5 F,36.9 F,23 %,North,6.9 mph,6.9 mph,30.29 in,0.00 in,0.00 in,1,82 w/m\xc2\xb2 
"April 5, 2016",5:07 PM,76.5 F,37.0 F,24 %,NE,6.0 mph,9.2 mph,30.30 in,0.00 in,0.00 in,1,74 w/m\xc2\xb2 
"April 5, 2016",5:12 PM,76.1 F,37.8 F,25 %,South,8.3 mph,8.3 mph,30.30 in,0.00 in,0.00 in,1,64 w/m\xc2\xb2 
"April 5, 2016",5:18 PM,75.7 F,37.4 F,25 %,NW,4.5 mph,4.5 mph,30.30 in,0.00 in,0.00 in,1,58 w/m\xc2\xb2 
"April 5, 2016",5:24 PM,75.4 F,37.0 F,25 %,NE,4.5 mph,4.5 mph,30.30 in,0.00 in,0.00 in,1,52 w/m\xc2\xb2 
"April 5, 2016",5:30 PM,74.7 F,37.6 F,26 %,NE,6.0 mph,7.6 mph,30.31 in,0.00 in,0.00 in,1,46 w/m\xc2\xb2 
"April 5, 2016",5:36 PM,73.4 F,37.4 F,27 %,East,4.5 mph,4.5 mph,30.32 in,0.00 in,0.00 in,1,41 w/m\xc2\xb2 
"April 5, 2016",5:42 PM,73.0 F,37.9 F,28 %,SW,4.5 mph,10.7 mph,30.32 in,0.00 in,0.00 in,1,17 w/m\xc2\xb2 
"April 5, 2016",5:48 PM,70.7 F,37.8 F,30 %,South,6.0 mph,6.0 mph,30.32 in,0.00 in,0.00 in,1,13 w/m\xc2\xb2 
